"id","savedTime","transactionTime","employee","total","lotName","spotType","orderType","transactionType","barcode"
"8039ffb1-3c2f-440a-badb-de8043aae4ad","-","2015-05-14T22:18:26.119Z","Jonathan Trimble",15,"Lot C","Regular","prime","prepaid","378634173539"
"10d036d4-7c69-4db2-9d26-236474421e73","2015-05-14T22:18:35.724Z","2015-05-14T22:18:36.409Z","Steve Decker",25,"Pie Lot","Regular","prime","cash"," "
"0a491450-63d3-4d83-9159-5fcecb13305a","2015-05-14T22:18:36.652Z","2015-05-14T22:18:37.221Z","Alexandria Smith",0,"Audi Garage","Green Upgrade","prime","exempt"," "
"55ebd5e2-cda9-4322-8baa-fd8bda8b27a2","-","2015-05-14T22:18:41.085Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"a9b196ec-2902-4a7d-a2db-beb28e80d68b","2015-05-14T22:18:42.647Z","2015-05-14T22:18:43.286Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","cash"," "
"6724f0c6-be41-467c-813e-762671e34d2d","2015-05-14T22:19:08.170Z","2015-05-14T22:19:08.704Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"807fba26-98d6-4ba9-8e33-0c150c84d557","-","2015-05-14T22:19:11.410Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"ed73d5f4-6430-4a61-af16-86b863758dc2","-","2015-05-14T22:19:28.228Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","0024127631303472"
"e79b8f0c-1fbb-498f-9878-be0cc295ac9c","2015-05-14T22:19:31.399Z","2015-05-14T22:19:32.047Z","Thomas Ellison",20,"Lot F","Regular","prime","cash"," "
"50f9af8f-a455-4d39-80b9-c577db2e500a","-","2015-05-14T22:19:35.236Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"7fb1bfc6-90d5-4055-8eae-8e6a47b7c941","2015-05-14T22:19:35.319Z","2015-05-14T22:19:35.780Z","Steve Decker",25,"Pie Lot","Regular","prime","cash"," "
"9729fa6d-80a9-423d-bacd-b848efdcbdfb","2015-05-14T22:19:42.351Z","2015-05-14T22:19:42.762Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"cea0010f-28f5-4aeb-8991-08d516ccf318","2015-05-14T22:19:44.066Z","2015-05-14T22:19:44.721Z","Ashley Jones",0,"Audi Garage","Regular","prime","exempt"," "
"f96cbe3a-0de7-49cd-b00b-1f1449d0c267","2015-05-14T22:20:07.118Z","2015-05-14T22:20:07.821Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"39c50899-1a0c-4227-a8bf-9cdbcb2b141c","2015-05-14T22:20:26.368Z","2015-05-14T22:20:26.992Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"2fffc3d0-cde4-49ee-a4c1-e396fcf7f90f","-","2015-05-14T22:20:31.095Z","John Crawford",25,"Audi Garage","Regular","prime","credit"," "
"81ad5bc3-1032-42b8-a93d-f77b5ceee131","2015-05-14T22:20:32.940Z","2015-05-14T22:20:33.290Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"6f642dff-427a-46e1-b95c-a1a06a33f136","-","2015-05-14T22:20:39.472Z","Tonya Chandler",20,"Lot E","Regular","prime","cash"," "
"eacc75db-d0cd-4d2d-aff2-0e15efca5e7c","2015-05-14T22:20:49.491Z","2015-05-14T22:20:49.977Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"58ee99d3-5576-4f3c-bca1-59741df9b7b9","2015-05-14T22:20:51.241Z","2015-05-14T22:20:51.694Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"1fb4ab23-867e-4d40-93a9-541380a1a1c0","2015-05-14T22:20:55.532Z","2015-05-14T22:20:55.685Z","Robert Bradshaw",0,"Lot G","Regular","prime","exempt"," "
"f89998d2-7e1d-41b8-a4a6-bed2df4685d7","-","2015-05-14T22:21:19.187Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"df4fa458-65db-40e1-8c1b-efd9fff57a05","-","2015-05-14T22:21:57.970Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"34146d18-cf87-4de4-b65a-9d00a770ae9a","2015-05-14T22:21:58.612Z","2015-05-14T22:21:59.101Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"265b98f6-b605-42b8-8b55-36f59c1ef3d7","2015-05-14T22:22:00.767Z","2015-05-14T22:22:01.077Z","Destiny Helaire",20,"Lot M","Regular","prime","credit"," "
"b8b94c1d-928e-4ea1-821c-b8df729f0cf9","-","2015-05-14T22:22:09.356Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"63aa78a3-a5f9-4dc7-bcfb-8a0b84007556","2015-05-14T22:22:15.727Z","2015-05-14T22:22:16.136Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"5b9cc52a-41bd-48c8-845f-7c4924c3c2bc","2015-05-14T22:22:17.323Z","2015-05-14T22:22:17.780Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"7cbd9856-3aa7-4bf1-ab38-a53cce750cef","2015-05-14T22:22:20.312Z","2015-05-14T22:22:20.768Z","Joanna Barnett",25,"Audi Garage","Regular","prime","prepaid","366017768550"
"f2760761-68da-4275-b179-155985517f48","2015-05-14T22:22:38.286Z","2015-05-14T22:22:38.678Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"c9143db5-e1ba-4c6d-bf3d-d4b035c38ddd","2015-05-14T22:22:38.549Z","2015-05-14T22:22:38.908Z","Cecilia Johnson",20,"Lot E","Regular","prime","credit"," "
"c0ec65df-97f7-414b-bcd6-4b2e51b5dc73","2015-05-14T22:22:40.487Z","2015-05-14T22:22:40.909Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"f535cbc4-dced-494e-bbe0-db64406b3479","-","2015-05-14T22:22:42.257Z","Donya Suell",25,"Audi Garage","Regular","prime","credit"," "
"94d97ebf-a4ed-4279-9c10-3cc2fb37f026","2015-05-14T22:22:52.348Z","2015-05-14T22:22:52.909Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"6a40635c-b102-49bf-9cac-febcae88b0b8","-","2015-05-14T22:22:55.584Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"39441e45-0d72-4106-9fa6-4f5dd43dd3d4","2015-05-14T22:23:11.233Z","2015-05-14T22:23:11.663Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"f2aebab8-974c-40cf-beb2-159b168750fd","2015-05-14T22:23:26.478Z","2015-05-14T22:23:26.946Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"a2048ba1-4c40-4d9f-998e-c6bdf4b873f1","2015-05-14T22:23:31.764Z","2015-05-14T22:23:32.195Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","credit"," "
"886468a5-f26d-44c8-ac03-f0cff412663c","2015-05-14T22:23:37.367Z","2015-05-14T22:23:37.949Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"09671a76-1a48-40b7-bde2-7d327792924d","-","2015-05-14T22:23:53.590Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","895921998792"
"cc75f2ee-9299-444f-b84d-bb1a3b9ab17f","2015-05-14T22:24:04.671Z","2015-05-14T22:24:04.997Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"4a8207cc-5325-40cc-9d60-ae57f7221308","-","2015-05-14T22:24:06.337Z","Jonathan Trimble",15,"Lot C","Regular","prime","cash"," "
"169b18cb-318b-4f80-8286-e447eee7b46a","2015-05-14T22:24:11.590Z","2015-05-14T22:24:12.185Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"1d96af96-5552-4b45-b905-1f9d2fdcddc8","-","2015-05-14T22:24:24.514Z","Donya Suell",25,"Audi Garage","Regular","prime","cash"," "
"01f782d0-283f-47a7-bc09-b5f4926a827f","-","2015-05-14T22:24:27.796Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"afc6c99d-d5c5-4bf5-9fb4-7efbac204051","2015-05-14T22:24:29.985Z","2015-05-14T22:24:30.589Z","Robert Bradshaw",40,"Lot G","Regular","prime","cash"," "
"3e21c473-4f52-4b91-b56a-365c81076fe3","2015-05-14T22:24:37.471Z","2015-05-14T22:24:38.039Z","Thomas Ellison",20,"Lot F","Regular","prime","cash"," "
"9bbe23a8-dccc-470a-8aee-428645d58496","-","2015-05-14T22:24:38.485Z","Jonathan Trimble",15,"Lot C","Regular","prime","prepaid","020021247047"
"6c5b7c0c-dd15-46bc-84d5-00140c09fbc3","2015-05-14T22:24:42.575Z","2015-05-14T22:24:43.647Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"a93906a7-88ea-4141-bd01-1538bbdb2db1","2015-05-14T22:25:30.026Z","2015-05-14T22:25:30.532Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","cash"," "
"daa1db0e-2f1b-4229-8f5c-2ccd0f79a34a","2015-05-14T22:25:42.470Z","2015-05-14T22:25:43.162Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"711091b0-21bc-4244-b05d-288f37b3accb","2015-05-14T22:25:47.634Z","2015-05-14T22:25:48.224Z","Jhanae Kelley",20,"Lot E","Regular","prime","cash"," "
"ad577b76-db81-47aa-84ec-e2ac42d8a6d9","-","2015-05-14T22:25:57.541Z","Tonya Chandler",20,"Lot E","Regular","prime","cash"," "
"2a13fc25-2ccc-49a7-8d3e-61643dac9ac1","2015-05-14T22:26:02.359Z","2015-05-14T22:26:02.845Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"898df365-31d2-4daa-a112-e4e46eb29b76","-","2015-05-14T22:26:24.162Z","Tonya Chandler",20,"Lot E","Regular","prime","cash"," "
"8f53e3f2-142e-4482-b2fa-89920f6f788e","2015-05-14T22:26:24.889Z","2015-05-14T22:26:25.200Z","Robert Bradshaw",40,"Lot G","Regular","prime","prepaid","6188259747979556"
"cb476633-5a2c-4f25-ad7f-7b0fb8af4b0a","2015-05-14T22:26:25.689Z","2015-05-14T22:26:26.256Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"9e5a2da9-7b74-4dd5-bea9-436a0d69272a","2015-05-14T22:26:50.372Z","2015-05-14T22:26:51.038Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"ec863b16-58bb-454b-98fb-bd173787d981","-","2015-05-14T22:26:55.895Z","Donya Suell",25,"Audi Garage","Regular","prime","cash"," "
"7bcceacf-1cd9-42a8-909d-244ba7bfc7f2","2015-05-14T22:27:15.774Z","2015-05-14T22:27:16.247Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"a857c98e-9e45-40e0-b92d-9cb129a46211","-","2015-05-14T22:27:16.776Z","John Crawford",25,"Audi Garage","Regular","prime","credit"," "
"80bfc463-13e1-4a31-8305-274332b929bc","2015-05-14T22:27:33.521Z","2015-05-14T22:27:34.112Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"ff390df0-e6da-42a8-9b16-5724dab1ca0e","2015-05-14T22:27:45.810Z","2015-05-14T22:27:46.264Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"e7a30551-a1db-4974-bb6d-a3d956de6869","-","2015-05-14T22:27:54.479Z","Donya Suell",25,"Audi Garage","Regular","prime","credit"," "
"646c8f86-c47c-469c-91f7-fa28cf81aaa6","2015-05-14T22:27:59.023Z","2015-05-14T22:27:59.535Z","Destiny Helaire",20,"Lot M","Regular","prime","cash"," "
"49f6a790-9019-42f1-97df-ef58f997aabe","2015-05-14T22:28:02.617Z","2015-05-14T22:28:03.263Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"77636f96-30a4-419c-9b14-8c60d6e06400","-","2015-05-14T22:28:24.698Z","Donya Suell",25,"Audi Garage","Regular","prime","cash"," "
"eb7ed077-b1e2-4ec2-9157-db91bcc0142d","2015-05-14T22:28:42.806Z","2015-05-14T22:28:43.463Z","Alexandria Smith",25,"Audi Garage","Regular","prime","cash"," "
"8a858cc6-4260-459d-973f-3d5de0160ab1","2015-05-14T22:28:45.253Z","2015-05-14T22:28:45.709Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"f2253b35-171d-46ac-b9d9-44553f5bac26","-","2015-05-14T22:28:45.755Z","John Crawford",25,"Audi Garage","Regular","prime","prepaid","367896815714"
"fb0f2d95-6c4c-4eba-83c1-c34f9c87ff57","-","2015-05-14T22:28:54.288Z","John Crawford",0,"Audi Garage","Regular","prime","exempt"," "
"4947b06c-68b3-4e9b-a974-dc9eada3828c","2015-05-14T22:28:54.350Z","2015-05-14T22:28:54.623Z","Cecilia Johnson",20,"Lot E","Regular","prime","credit"," "
"4bb3fb84-287b-486d-be76-2e7b13c41d95","2015-05-14T22:28:59.821Z","2015-05-14T22:29:00.455Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","cash"," "
"24660da0-a1b0-4f02-aec9-4e372f2870fb","-","2015-05-14T22:29:03.955Z","Donya Suell",25,"Audi Garage","Regular","prime","cash"," "
"dbac84c1-2c57-4323-92bd-aec33d55a561","2015-05-14T22:29:04.483Z","2015-05-14T22:29:04.982Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"67f86c9a-2875-4c20-8c09-202e4714bb40","-","2015-05-14T22:29:10.262Z","Tonya Chandler",20,"Lot E","Regular","prime","cash"," "
"9e595158-403d-4cba-9535-9507c20d4ca4","-","2015-05-14T22:29:15.466Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"b5d95434-bf0f-48f5-acab-ebb7582cf77e","-","2015-05-14T22:29:19.177Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","550160420812"
"57af1f16-21a8-4409-a1b0-00ffebf40479","-","2015-05-14T22:29:37.723Z","Donya Suell",25,"Audi Garage","Regular","prime","cash"," "
"03e9cc5f-46b6-46d8-9fb1-052758f74cac","2015-05-14T22:29:41.373Z","2015-05-14T22:29:41.960Z","Cecilia Johnson",20,"Lot E","Regular","prime","prepaid","0700817051104374"
"27d6bf9f-f3f5-4166-8a0b-c4bf87b1ff4e","2015-05-14T22:29:55.081Z","2015-05-14T22:29:55.778Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"464f0442-6f62-414b-ab17-d6d4d0f16996","-","2015-05-14T22:30:01.624Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","621044289512"
"b2451dca-aa29-469d-a95d-c5635f811db1","-","2015-05-14T22:30:18.697Z","John Crawford",25,"Audi Garage","Regular","prime","prepaid","125516376166"
"bdf68eed-2520-41b3-b663-2b8579b26d54","2015-05-14T22:30:31.969Z","2015-05-14T22:30:32.619Z","Steve Decker",25,"Pie Lot","Regular","prime","cash"," "
"7a68531a-d144-49de-bc2b-f6f17d531930","2015-05-14T22:30:55.401Z","2015-05-14T22:30:56.030Z","Ashley Jones",0,"Audi Garage","Regular","prime","exempt"," "
"3dd8639c-7a26-4749-aa73-bbed524be53c","2015-05-14T22:31:00.965Z","2015-05-14T22:31:01.110Z","Robert Bradshaw",40,"Lot G","Regular","prime","credit"," "
"155e1a79-5c06-43f0-a298-b39563e698fe","-","2015-05-14T22:31:06.422Z","Jonathan Trimble",15,"Lot C","Regular","prime","cash"," "
"f3cfba64-1fe4-4ff5-8b59-41ee358c1656","-","2015-05-14T22:31:08.792Z","Donya Suell",25,"Audi Garage","Regular","prime","credit"," "
"d55697e5-340f-4877-99b3-d6a991277668","2015-05-14T22:31:12.996Z","2015-05-14T22:31:13.127Z","Jhanae Kelley",20,"Lot E","Regular","prime","cash"," "
"92350ad2-b47f-4e33-bea2-9d1318d73be0","-","2015-05-14T22:31:23.857Z","John Crawford",25,"Audi Garage","Regular","prime","credit"," "
"6af3fd26-7479-461b-a50c-16b3bd9eb2cb","-","2015-05-14T22:31:25.604Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","967862833132"
"a00293dd-0296-40bb-b4b9-385f2a03ee19","2015-05-14T22:31:32.230Z","2015-05-14T22:31:32.584Z","Jhanae Kelley",20,"Lot E","Regular","prime","cash"," "
"7a48713a-06e3-4a4f-b9a3-011ddc4a63e4","-","2015-05-14T22:31:51.928Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","826934283244"
"461ed1c9-c664-443e-84b5-8853647c1642","2015-05-14T22:32:02.510Z","2015-05-14T22:32:03.204Z","Ritchie Lewis",25,"Lot D (Garage)","Regular","prime","cash"," "
"77f612fe-2015-4c8f-bc9d-8fa51cd4daa9","2015-05-14T22:32:06.123Z","2015-05-14T22:32:06.655Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","cash"," "
"64951f53-84fe-4d02-a552-3c96ae53be70","2015-05-14T22:32:55.979Z","2015-05-14T22:32:56.477Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","credit"," "
"d6aea597-b4ae-4a74-90d0-024d9c9494cf","-","2015-05-14T22:33:01.238Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"b9af207c-bb81-44e1-98a9-3c06238b9085","2015-05-14T22:33:23.302Z","2015-05-14T22:33:23.444Z","Robert Bradshaw",0,"Lot G","Regular","prime","exempt"," "
"dc434b40-8cc4-46d0-b8f7-a565660f658b","-","2015-05-14T22:33:23.929Z","Donya Suell",25,"Audi Garage","Regular","prime","cash"," "
"fd0ec34f-800c-4d63-aa17-e83e2120ebb8","2015-05-14T22:33:26.961Z","2015-05-14T22:33:27.599Z","Thomas Ellison",20,"Lot F","Regular","prime","cash"," "
"404ffb81-ca50-4c07-9eee-8da6e11d947e","2015-05-14T22:33:36.791Z","2015-05-14T22:33:37.279Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"1827fc8c-f8b4-423a-a0fc-e3e6ff5f5e55","-","2015-05-14T22:33:46.104Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"6ce3d6c1-6969-4167-b276-e13b1c6b9dc3","2015-05-14T22:33:47.916Z","2015-05-14T22:33:48.306Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"cdc70624-a3d2-4917-9db5-3b3266646151","-","2015-05-14T22:33:56.113Z","John Crawford",25,"Audi Garage","Regular","prime","prepaid","6256461347136460"
"a98eadc1-df5f-4744-989b-94ad39fe40cc","2015-05-14T22:34:03.893Z","2015-05-14T22:34:04.436Z","Destiny Helaire",20,"Lot M","Regular","prime","cash"," "
"c044d5fe-16bf-4979-8960-f9e4c6b8065c","-","2015-05-14T22:34:29.836Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"dde1584d-be04-4ccd-ad66-d547e186e0ed","-","2015-05-14T22:34:31.117Z","John Crawford",25,"Audi Garage","Regular","prime","prepaid","7878524848569654"
"08d18e61-ae59-48fe-b13f-b2a65852b21f","2015-05-14T22:34:35.901Z","2015-05-14T22:34:36.458Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"d34aa043-867e-40ab-be34-79ea12725bf0","2015-05-14T22:34:41.824Z","2015-05-14T22:34:42.441Z","Thomas Ellison",20,"Lot F","Regular","prime","credit"," "
"364d56ea-bde7-4f70-83c8-69e3c8e4fb8f","-","2015-05-14T22:34:44.261Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"837e43fa-61b1-4fa8-9458-b9c743d2b3a2","2015-05-14T22:34:50.828Z","2015-05-14T22:34:51.498Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"0c0516c0-938e-4463-ab0f-b7e069b1ec89","2015-05-14T22:35:04.381Z","2015-05-14T22:35:04.940Z","Destiny Helaire",20,"Lot M","Regular","prime","cash"," "
"7ec24cf3-b99b-4998-a025-caa5947e361a","2015-05-14T22:35:30.197Z","2015-05-14T22:35:30.845Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"fa9b985f-a947-4b72-bbf7-1600c941e2b8","2015-05-14T22:35:30.319Z","2015-05-14T22:35:30.890Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"795175d6-b201-42d9-88df-b8da4912c4da","2015-05-14T22:35:34.360Z","2015-05-14T22:35:34.800Z","Cecilia Johnson",20,"Lot E","Regular","prime","credit"," "
"29b74696-7037-4a2a-b806-dfcb5fdea307","2015-05-14T22:35:36.942Z","2015-05-14T22:35:37.069Z","Robert Bradshaw",40,"Lot G","Regular","prime","cash"," "
"174a51ec-8d77-41f9-aaca-ffb198715010","-","2015-05-14T22:35:38.550Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"d95da4e8-7cb2-4c76-b3c7-460e99f71f0e","-","2015-05-14T22:36:01.926Z","Jonathan Trimble",15,"Lot C","Regular","prime","cash"," "
"398569e3-5607-4ff1-89d3-3aa007c245c5","2015-05-14T22:36:07.322Z","2015-05-14T22:36:07.759Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"f4a430d3-c297-4ff1-9a78-362be44a77b7","-","2015-05-14T22:36:09.857Z","Donya Suell",25,"Audi Garage","Regular","prime","credit"," "
"5e5e1e22-11f8-4572-8e2b-b08b2b120d0a","-","2015-05-14T22:36:27.524Z","John Crawford",25,"Audi Garage","Regular","prime","credit"," "
"c9095ffb-bd23-4b6e-83b9-dbaffce52a92","-","2015-05-14T22:36:44.253Z","Donya Suell",25,"Audi Garage","Regular","prime","credit"," "
"614476de-b099-46d3-8a0a-cfaca6a19c20","-","2015-05-14T22:36:53.444Z","Jonathan Trimble",15,"Lot C","Regular","prime","credit"," "
"bd4b725e-76e2-43cf-b146-e17d8d092a31","2015-05-14T22:37:08.718Z","2015-05-14T22:37:09.433Z","Joanna Barnett",25,"Audi Garage","Regular","prime","prepaid","7961414028823667"
"987be50d-b97e-4047-8b34-c283bfcc989c","-","2015-05-14T22:37:14.657Z","Jonathan Trimble",15,"Lot C","Regular","prime","cash"," "
"d15e3890-c257-43b6-86bf-6d0b1e03083b","2015-05-14T22:37:15.864Z","2015-05-14T22:37:16.501Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","cash"," "
"d74f42c8-7509-4d32-87f7-bde0fbfa0473","-","2015-05-14T22:37:17.516Z","Kilandra Martin-Wilson",0,"West End Garage","COC Employee","prime","exempt"," "
"e48d6402-4e97-463d-a56b-1b77ac1bc9c3","2015-05-14T22:37:18.938Z","2015-05-14T22:37:19.242Z","Carnasha Traylor",20,"Lot E","Regular","prime","credit"," "
"77b678a7-fe4f-4dca-a1bf-08385629abc1","2015-05-14T22:37:39.155Z","2015-05-14T22:37:39.522Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"ada267e7-ac79-4d53-ad3c-6212593216a6","2015-05-14T22:37:39.580Z","2015-05-14T22:37:39.949Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"6bf1ef95-ad9f-42e8-88fe-65ccd31802d4","2015-05-14T22:38:13.654Z","2015-05-14T22:38:13.724Z","Tamrat Brhanu",50,"Gold Garage","Regular","prime","prepaid","759405858760"
"1952ca69-49ff-4f6e-b9f0-4093714ee217","2015-05-14T22:38:17.357Z","2015-05-14T22:38:18.033Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"ea5626a3-0a4c-4e1f-9a96-ed855de9e840","2015-05-14T22:38:21.830Z","2015-05-14T22:38:22.262Z","Cecilia Johnson",20,"Lot E","Regular","prime","credit"," "
"73bfac5a-797e-4335-b39c-5761ebd9c825","2015-05-14T22:38:37.085Z","2015-05-14T22:38:37.757Z","Ritchie Lewis",25,"Lot D (Garage)","Regular","prime","cash"," "
"b23466ff-a860-4bf2-851a-7afa1c8e8550","2015-05-14T22:38:42.503Z","2015-05-14T22:38:43.204Z","Ashley Jones",0,"Audi Garage","Regular","prime","exempt"," "
"b8d6f5b2-ed17-457c-9fde-3d04112fb4a0","2015-05-14T22:38:50.394Z","2015-05-14T22:38:50.906Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"6d26ec8a-37c9-49f5-8cf7-f52f2cf2a7b7","2015-05-14T22:38:57.411Z","2015-05-14T22:38:57.845Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"b78987ce-673e-47fd-b8d0-1f51f08c1fe6","2015-05-14T22:39:08.684Z","2015-05-14T22:39:09.106Z","Cecilia Johnson",20,"Lot E","Regular","prime","credit"," "
"e5956090-836b-4e05-87d7-224d6b8b3017","2015-05-14T22:39:12.699Z","2015-05-14T22:39:13.329Z","Joanna Barnett",25,"Audi Garage","Regular","prime","prepaid","2132939032054102"
"11f53ae3-0ebf-4bde-a20e-370c9f112e0e","2015-05-14T22:39:13.906Z","2015-05-14T22:39:14.341Z","Ashley Jones",0,"Audi Garage","Regular","prime","exempt"," "
"7150d621-afb9-4cfa-8b0d-c2ec2d606dba","2015-05-14T22:39:32.546Z","2015-05-14T22:39:33.230Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"690ac3dd-d656-434e-9ff8-41406fed8f54","2015-05-14T22:39:32.865Z","2015-05-14T22:39:33.586Z","Joanna Barnett",25,"Audi Garage","Regular","prime","prepaid","758466333640"
"f472dfd5-1d70-46de-9f4c-249bb0ef59e4","2015-05-14T22:39:35.865Z","2015-05-14T22:39:36.477Z","Destiny Helaire",20,"Lot M","Regular","prime","cash"," "
"ce113abd-c39b-4c48-a307-f280874e0c58","2015-05-14T22:39:42.913Z","2015-05-14T22:39:43.051Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"cf565a8e-26f0-458c-a81f-8bb27513a193","-","2015-05-14T22:39:47.096Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","895921999852"
"c2a8f7d2-7bb3-45b4-b833-d4657dbc5675","2015-05-14T22:39:47.237Z","2015-05-14T22:39:47.677Z","Jonathan Trimble",15,"Lot C","Regular","prime","cash"," "
"3f566bb6-236a-4025-8ce8-0b449da8bc63","2015-05-14T22:39:48.799Z","2015-05-14T22:39:49.086Z","Cecilia Johnson",20,"Lot E","Regular","prime","credit"," "
"bf0abe14-b5d2-4c36-98cc-b82d8c4d3a60","-","2015-05-14T22:40:04.448Z","Donya Suell",25,"Audi Garage","Regular","prime","prepaid","967862897640"
"af8eca53-c30e-4e12-bcc3-aaa70d019a29","2015-05-14T22:40:04.181Z","2015-05-14T22:40:04.510Z","Cecilia Johnson",20,"Lot E","Regular","prime","cash"," "
"85695181-3a9b-4282-b797-9ca2a7eac070","2015-05-14T22:40:14.617Z","2015-05-14T22:40:15.070Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"b391620c-5ad7-4ebd-98c9-d1d77338ec07","2015-05-14T22:40:15.226Z","2015-05-14T22:40:15.646Z","John Crawford",25,"Audi Garage","Regular","prime","credit"," "
"761bc73b-9aed-4713-a599-de900c1815c3","2015-05-14T22:40:19.632Z","2015-05-14T22:40:19.986Z","Jonathan Trimble",15,"Lot C","Regular","prime","cash"," "
"22194229-8c7d-48a2-975b-f44f99dee3c1","2015-05-14T22:40:23.584Z","2015-05-14T22:40:24.014Z","Jhanae Kelley",20,"Lot E","Regular","prime","cash"," "
"6b1e5955-861d-4146-97fa-62e9b411c586","2015-05-14T22:40:36.271Z","2015-05-14T22:40:36.922Z","Carnasha Traylor",20,"Lot E","Regular","prime","cash"," "
"49ccbefb-2cec-4925-a4c3-8c820a60064b","2015-05-14T22:40:35.448Z","2015-05-14T22:40:36.118Z","Ladarius Ingram",25,"Lot A (South)","Regular","prime","credit"," "
